ID - Katalog Ende 18. Jh.;Imagez‰hlung - Digitalisat Katalog Ende 18. Jh.;Katalogseitenz‰hlung - Katalog Ende 18. Jh.;Schrankposition - Katalog Ende 18. Jh.;Titelreihenfolge - Katalog Ende 18. Jh.;Katalogeintrag Katalog Ende 18. Jh.;PPN-Nummer Manifestationsebene;Edit. Anmerkungen ;Bandz‰hlung;PPN-Nummer Exemplarebene - Ex. 1;HAB  Exemplare;Sammlungszugehˆriges Exemplar mit Provenienzen;Aufstellungssystematik Mittlere Aufstellung;Signatur- und Provenienzpr¸fung;Ergebnis Magazin- und Provenienzpr¸fung;Alle im OPAC nachgewiesen Provenienzen HAB;Provenienz Zuordnung namentlich;Bibliographische Gattung und Status;Sprachcode;OPAC Haupttitel;Erscheinungsjahr;Erscheinungsort OPAC - 4030 -;Erscheinungsort normiert GND;Erscheinungsort GND-Nummer;Erscheinungsort normiert TGN;TGN-Nummer;1. Verfasser Vorname -3000;1. Verfasser Nachname - 3000;1. Verfasser normiert;Wikidata-ID;sex or gender;1. Verfasser GND-Nummer;Geschlecht;1. Weiterer Verfasser Vorname -3001;1. Weiterer Verfasser Nachname - 3001;1. Weiterer Verfasser GND - 3001 2;Geschlecht2;2. Weiterer Verfasser Vorname - 3002;2. Weiterer Verfasser Nachname - 3002;2. Weitere Verfasser GND - 3002 2;Geschlecht3;1. Weitere Person Vorname -3010;1. Weitere Person Nachname -3010;1. Weitere Person GND - 3010 2;Geschlecht4;2. Weitere Person Vorname - 3010;2. Weitere Person Nachname -3010;Geschlecht5;2. Weitere Person GND - 3010 2;1. Sonstige Person Vorname - 3050;1. Sonstige Person Nachname - 3050;1. Sonstige Person GND - 3050 2;2. Sonstige Person Vorname - 3050;2. Sonstige Person Nachname - 3050;2. Sonstige Person GND - 3050 2;3. Sonstige Person Vorname - 3050;3. Sonstige Person Nachname - 3050;3. Sonstige Person GND - 3050 2
1214;182;180;IX. Arm. 1. Rang in Quarto;2;Les Cesars de l' empereur Julien trad. du grec ‡ Paris 1696.;198740034;;1;198740034;M: Lg 4∞ 113;M: Lg 4∞ 113;Literatur - Griechische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Signatur Praun'scher Katalog, Besonderheit: weiﬂer Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;fre;Les Cesars de l'empereur Julien, traduits du Grec, avec des remarques et des preuves illustrÈes par les medailles ...;1696;Paris;Paris;4044660-8;Paris;tgn/7008038;Julian ;Rˆmisches Reich, Kaiser;Julian;Q33941;male;118558684;Unbekannt;;;;;;;;;Ezechiel;Spanheim;118615890;M‰nnlich;;;;;;;;;;;;;
1215;182;180;IX. Arm. 1. Rang in Quarto;03. Apr;Pausanias, ou voyage historique de la GrËce trad par l' abbÈ Gedoyn ‡ Paris 1731 T. I, 2.;143485288;;2;226002896;M: Lg 4∞ 137:1;;Literatur - Griechische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;Exlibris: Ex Bibliotheca LR Ducis Brunsvicensis Et Luneburgensis, Provenienz: Ludwig Rudolf <Braunschweig-Wolfenb¸ttel, Herzog> / Exlibris / Monogramm, Provenienz: Ludwig Rudolf <Braunschweig-Wolfenb¸ttel, Herzog> / Etikett / Nummer, Ludwig Rudolf <Braunschweig-L¸neburg, Herzog>;;Acr;fre;Pausanias, ou voyage historique de la Grece, traduit en FranÁois;1731;Paris;Paris;4044660-8;Paris;tgn/7008038;Pausanias;Periegeta ;Pausanias;Q192931;male;118592246;Unbekannt;;;;;;;;;Nicolas;GÈdoyn;100483208;Unbekannt;;;;;;;;;;;;;
1216;182;180;IX. Arm. 1. Rang in Quarto;5;Quinte Curce de la vie et des actions d' Alexandre le Grand trad. par M. de Vaugelas ‡ Rouen 1664.;15106914X;;1;15106914X;M: Lh 761;M: Lh 761;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Montbail, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Aar;fre;Quinte-Curce, de la Vie et des actions d'Alexandre le Grand;1664;Rouen;Rouen;4050751-8;Rouen;tgn/7008929;Quintus;Curtius Rufus;Quintus Curtius Rufus;Q5959;male;118523074;Unbekannt;;;;;;;;;Claude Favre;Vaugelas;118804014;M‰nnlich;;;;;;;;;;;;;
1217;182;180;IX. Arm 1 RangÈe in quarto - traduc- tions des auteurs anciens;6;Les fables d' Esope, trad. de l' Anglois ‡ Amsterd. 1714.;151207879;;1;151207879;M: Lg 83;;Literatur - Griechische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Les fables d'…sope, & de plusieurs autres excellens mythologistes;1714;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Aesopus;;Aesop;Q43423;male;118647180;M‰nnlich;;;;;;;;;Roger;L'Estrange;137303092;M‰nnlich;Francis;Barlow;M‰nnlich;119484587;;;;;;;;;
1218;182;180;IX. Arm. 1. Rang in Quarto;7;Le temple de Gnide, avec figures ‡ Paris 1772.;150315716;;1;150315716;M: Lm 2639;M: Lm 2639;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;fre;Le Temple de Gnide;1772;Paris;Paris;4044660-8;Paris;tgn/7008038;Charles Louis de Secondat;Montesquieu;Montesquieu;Q15975;male;118583670;M‰nnlich;;;;;;;;;Noe??l;Le Mire;13026833X;M‰nnlich;;;;;;;;;;;;;
1219;182;180;IX. Arm. 1. Rang in Quarto;08. Sep;Lucien de la traduction de N. Perrot d' Ablencourt ‡ Paris 1655. T. I, 2.;217064159;;2;217064272;A: 17.5 Quod.;;;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;Lvcien De La Tradvction De N. Perrot Sr D'Ablancourt;1655;Paris;Paris;4044660-8;Paris;tgn/7008038;Lucianus;Samosatensis;Lucian of Samosata;Q177847;male;118575228;M‰nnlich;;;;;;;;;Nicolas Perrot;Ablancourt;123853850;Unbekannt;;;;;;;;;;;;;
1220;182;180;IX. Arm 1 RangÈe in quarto traductions des auteurs anciens;10;Les amours pastorales de Daphnis et de Chloe, par Longus, trad du Grec par Amiot ‡ Paris 1757.;150706715;;1;150706715;M: Lg 1397.1, S: Tˆpfer 625;M: Lg 1397.1;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Monogramm P C auf Buchdeckel, Stempel (mit Textura-Versalien): N.H., Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>, Provenienz: N. H. / Stempel;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm;Aaus;fre;Les Amours Pastorales De Daphnis Et De ChloÈ;1757;A Paris;Paris;4044660-8;Paris;tgn/7008038;;Longus;Longus;Q314949;male;118574213;Unbekannt;;;;;;;;;Jacques;Amyot;118502697;Unbekannt;Antoine;Le Camus;M‰nnlich;117613061;Antoine;Coypel;118913905;Charles;Eisen;119240874;;;
1221;182;180;IX. Arm. 1. Rang in Quarto;11;Tibere discours politiques sur Tacite, par Amelot de la Houssaie ‡ Paris 1685.;147045614;;1;Kein Ex. Vorhanden;;;;;;;;Aar;fre;TibÈre;1685;Paris;Paris;4044660-8;Paris;tgn/7008038;Abraham Nicolas;Amelot de la Houssaie;Abraham Nicolas Amelot de la Houssaye;Q2667383;male;100008569;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
1222;183;181;IX. Arm 1 RangÈe in oktavo - traduc- tions des auteurs anciens;12;Entretiens de Phocion sur le rapport de la morale avec la politique, trad du Grec de Nicocles. Zurich 1765.;150131720;;1;150131720;M: Lm 2321;M: Lm 2321;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aav;fre;Entretiens De Phocion, Sur Le Rapport De La Morale Avec La Politique;1765;Zurich;Z¸rich;4068038-1;Z¸rich;tgn/7003765;Gabriel Bonnot;Mably;Gabriel Bonnot de Mably;Q202555;male;118575643;M‰nnlich;;;;;;;;;;;;;;;;;Phokion;;118594087;;;;;;
1223;183;181;IX. Arm 1 RangÈe in oktavo - traduc- tions des auteurs anciens;13-14;La Pharsale de Lucain trad par M. Marmontel ‡ Paris 1766 T. I, 2.;151045291;;2;151045305;M: Lh 1278.1:1;M: Lh 1278.1:1;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Mas de Montbail, Signatur Praun'scher Katalog VI. b. 48;;Provenienz: Dumas de Montbail <Familie>;Acus;fre;La Pharsale De Lucain;1766;A Paris;Paris;4044660-8;Paris;tgn/7008038;Marcus Annaeus;Lucanus;Lucan;Q188646;male;118574701;M‰nnlich;;;;;;;;;Jean FranÁois;Marmontel;118578073;M‰nnlich;Joseph;Merlin;M‰nnlich;1037581970;;;;;;;;;
1224;183;181;IX. Arm. 1. Rang in Oktavo;15;Les Georgiques de Virgiles trad en vers franÁois par M. de Segrais ‡ Paris 1711.;151784183;;1;151784183;M: Lh 2535;M: Lh 2535;Literatur - Rˆmische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-L¸neburg, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Les GÈorgiques;1711;Paris;Paris;4044660-8;Paris;tgn/7008038;Publius;Vergilius Maro;Virgil;Q1398;male;118626574;M‰nnlich;;;;;;;;;FranÁois;Parey;105559986X;Unbekannt;Jean Regnault;Segrais;M‰nnlich;118796046;;;;;;;;;
1225;183;181;IX. Arm. 1. Rang in Oktavo;16-17;Traduition de l' EnÈide de Virgile, trad par M. de Segrais Lion 1719 T. I, 2.;151783500;;2;151783519;M: Lh 2553;M: Lh 2553;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;Traduction de l'…nÈide;1719;Lyon;Lyon;4036770-8;Lyon;tgn/8728756;Publius;Vergilius Maro;Virgil;Q1398;male;118626574;M‰nnlich;;;;;;;;;Jean Regnault;Segrais;118796046;M‰nnlich;;;;;;;;;;;;;
1226;183;181;IX. Arm. 1. Rang in Oktavo;18-19;Les tragÈdies de Senegue trad par M. de Marolles ‡ Paris 1664 T. I, 2.;151323895;;2;151323909;M: Lh 1969;M: Lh 1969;Literatur - Rˆmische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Hs. Besitzvermerk: De Montbail, Wappensupralibros: Dumas [de Montbail oder de Montmartin], Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-L¸neburg, Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;lat;Tragoediarum tomus ...;1664;Lutetiae Parisiorum;Paris;4044660-8;Paris;tgn/7008038;Lucius Annaeus;Seneca;Seneca;Q2054;male;118613200;M‰nnlich;;;;;;;;;Michel;Marolles;124924719;Unbekannt;;;;;;;;;;;;;
1227;183;181;IX. Arm. 1. Rang in Oktavo;18-19;Les satyres de Juvenal et de perse, trad par M. de Martignac ‡ Paris 1683.;150881940;;1;150881940;M: Lh 1143;M: Lh 1143;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Montbail, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Aar;lat;Les Satyres;1683;Paris;Paris;4044660-8;Paris;tgn/7008038;Decimus Iunius;Iuvenalis;Juvenal;Q193800;male;118556126;M‰nnlich;;;;;;;;;…tienne Algay;Martignac;100519709;Unbekannt;;;;;;;;;;;;;
1228;183;181;IX. Arm. 1. Rang in Oktavo;21-30;Tacite, avec des notes historiques et politiques, par Amelot de la Houssaye ‡ Amsterdam 1731 T. I-10.;151326002;;10;151326010;M: Lh 2205;M: Lh 2205;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;Tacite;1731;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Cornelius;Tacitus;Tacitus;Q2161;male;118620452;M‰nnlich;;;;;;;;;Abraham Nicolas;Amelot de la Houssaie;100008569;M‰nnlich;;;;;;;;;;;;;
1229;183;181;IX. Arm. 1. Rang in Oktavo;31;Histoire d' Epaminondas pour servir de suite aux hommes illustres de Plutarque, par l' abbÈ Seran de la Tour ‡ Paris 1739.;141118091;;1;Kein Ex. Vorhanden;;;;;;;;Aar;fre;Histoire D'Epaminondas;1739;Paris;Paris;4044660-8;Paris;tgn/7008038;...;SÈran de la Tour;SÈran de La Tour;Q3511097;male;100335365;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
1230;183;181;IX. Arm. 1. Rang in Oktavo;32;Histoire de Philippe Roi de Macedoine pour servir de suite aux hommes illustres de Plutarque ‡ Paris 1740.;269605509;;1;Kein Ex. Vorhanden;;;;;;;;Aar;fre;Histoire De Philippe, Roi De Macedoine, Pere D'Alexandre;1740;Paris;Paris;4044660-8;Paris;tgn/7008038;Claude Matthieu;Olivier;Olivier, Claude Matthieu;;male;1157702481;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
1231;184;182;IX. Arm. 1. Rang in Oktavo;33-40;Les decades de Tite-Live ‡ Amsterd. 1700 T. I-8.;151391661;;8;15139167X;M: Lh 1225;;Literatur - Rˆmische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;Les DÈcades;1700;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Titus;Livius;Titus Livius;Q2039;male;118573624;M‰nnlich;;;;;;;;;Pierre;Du Ryer;118888552;M‰nnlich;;;;;;;;;;;;;
1232;184;182;IX. Arm. 1. Rang in Oktavo;41-42;Le  manuel  d'  Epictete  et  les commentaires de Simplicius par M. Dacier ‡ Paris 1715. T. I, 2.;145822524;;2;145822532;M: Lg 728:1;M: Lg 728:1;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-L¸neburg, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm;Acr;fre;Le manuel d'Epictete et les commentaires de Simplicius;1715;Paris;Paris;4044660-8;Paris;tgn/7008038;Epictetus;;Epictetus;Q183144;male;118530577;M‰nnlich;;;;;;;;;AndrÈ;Dacier;118523228;M‰nnlich;Simplikios;;Unbekannt;118642421;;;;;;;;;
1233;184;182;IX. Arm. 2. Rang in Oktavo;1;Les vies des grands capitaines Grecs et Romains de Cornelius Nepos, trad par M. le Gras ‡ Berlin 1746.;150730330;;1;150730330;M: Lh 1441;M: Lh 1441;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;lat;Les Vies des grands capitaines grecs et romains;1746;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Cornelius;Nepos;Cornelius Nepos;Q109594;male;118747681;M‰nnlich;;;;;;;;;Antoine;Le Gras;104133287;Unbekannt;;;;;;;;;;;;;
1234;184;182;2 RangÈe;2;Discours philosophiques de Maxime de Tyr, traduits du Grec par M. Formey ‡ Leide 1764.;143510738;;1;143510738;M: Lg 1478;M: Lg 1478;Literatur - Griechische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;fre;Discours philosophiques;1764;Leide;Leiden;4074118-7;Leiden;tgn/7006809;Maximus;Tyrius;Maximus of Tyre;Q456649;male;118944819;Unbekannt;;;;;;;;;Jean Henri Samuel;Formey;119353210;M‰nnlich;;;;;;;;;;;;;
1235;184;182;IX. Arm. 2. Rang in Oktavo;3;Les oeuvres de Philon Juif trad du Grec par Pierre Bellier ‡ Paris 1612.;22605134X;;1;22605134X;M: Lg 1593;M: Lg 1593;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Les Oeuvres;1612;Paris;Paris;4044660-8;Paris;tgn/7008038;Philo;Alexandrinus;Philo of Alexandria;Q189597;male;118594001;M‰nnlich;;;;;;;;;Pierre;Bellier;1055703586;Unbekannt;FÈdÈric;Morel;M‰nnlich;117143537;;;;;;;;;
1236;185;183;IX. Arm. 2. Rang in Oktavo;4;La Cyropacdie, ou l' histoire de Cyrus, trad du grec de Xenophon par M. Charpentier ‡ la Haye 1717.;151268460;;1;151268479;S: Alv.: Cb 221, M: Lg 2279 (1);;Literatur - Griechische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acu;fre;La Cyropaedie;1717;A La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Xenophon;;Xenophon;Q129772;male;118635808;M‰nnlich;;;;;;;;;FranÁois;Charpentier;124866719;Unbekannt;;;;;;;;;;;;;
1237;185;183;IX. Arm 2 RangÈe in oktavo - traduc- tions des auteurs anciens;05. Jun;Les metamorphoses ou l' aned' or d' ApulÈe et le demon de Socrate, trad en franÁois ‡ Paris 1707 T. I, 2.;150168128;;2;150168128;M: Lh 32;;Literatur - Rˆmische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Les MÈtamorphoses, ou l'‚ne d'or d'ApulÈe, avec Le DÈmon de Socrate. Trad. en franÁois avec des remarques;1707;Paris;Paris;4044660-8;Paris;tgn/7008038;Apuleius;Madaurensis;Apuleius;Q170512;male;11850374X;M‰nnlich;;;;;;;;;...;Compain de Saint-Martin;102157820;Unbekannt;;;;;;;;;;;;;
1238;185;183;IX. Arm 2 RangÈe in oktavo - traduc- tions des auteurs anciens;7;Philippiques de Demosthene et Catilinaires de Ciceron traduit par l' abbÈ d' Olivet ib. 1744.;172595681;;1;172595681;M: Lg 595;M: Lg 595;Literatur - Griechische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;fre;Philippiques de DemosthÈne et Catilinaires de Ciceron;1744;Paris;Paris;4044660-8;Paris;tgn/7008038;Demosthenes;;Demosthenes;Q117253;male;118524658;M‰nnlich;;;;;;;;;Pierre Joseph;Olivet;117122033;M‰nnlich;;;;;;;;;;;;;
1239;185;183;IX. Arm 2 RangÈe in oktavo - traduc- tions des auteurs anciens;8;TraitÈ des Dieux et du monde par Saluste, trad du grec par Formey. Halle 1756.;230352499;;1;230352499;M: Lg 1926.2;M: Lg 1926.2;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Monogramm: PC [d.i. Philippine Charlotte, Herzogin zu Braunschweig-L¸neburg], Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Initiale, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Initiale;Aar;grc;TraitÈ des dieux et du monde;1756;Halle;Halle (Saale);4023025-9;Halle;tgn/1036898;Sallustius;Philosophus;Sallustius;Q782401;male;100263844;Unbekannt;;;;;;;;;Jean Henri Samuel;Formey;119353210;M‰nnlich;;;;;;;;;;;;;
1240;185;183;IX. Arm 2 RangÈe in oktavo - traduc- tions des auteurs anciens;09. Dez;Quintillien de l' institution de l' orateur, trad par l' abbÈ Gedoyn ‡ Paris 1752. T. I-4.;151462208;;4;151462216;M: Lh 1840;M: Lh 1840;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;De l'Institution de l'orateur;1752;Paris;Paris;4044660-8;Paris;tgn/7008038;Marcus Fabius;Quintilianus;Quintilian;Q193769;male;118597396;Unbekannt;;;;;;;;;Nicolas;GÈdoyn;100483208;Unbekannt;;;;;;;;;;;;;
1241;185;183;IX. Arm. 2. Rang in Oktavo;13-16;Histoire universelle de Diodore de Sicile, trad. par l' abbÈ Terrasson ‡ Amsterd. 1743. T. I-4.;173164420;;4;173164447;M: Lg 620:1;M: Lg 620:1;Literatur - Griechische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;Histoire universelle;1743;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Diodorus Siculus;Diodorus Siculus;Diodorus Siculus;Q171241;male;118679627;Unbekannt;;;;;;;;;Jean;Terrasson;100625517;Unbekannt;;;;;;;;;;;;;
1242;185;183;IX. Arm. 2. Rang in Oktavo;17-26;Les vies des hommes illustres de Plutarque trad par M. Dacier ‡ Amst. 1735. T. I-10.;232159874;;10;23216004X;M: Lg 1781:1;M: Lg 1781:1;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Monogramm: PC [d.i. Philippine Charlotte, Herzogin zu Braunschweig-L¸neburg], Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Initiale, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Initiale;Acus;fre;Les Vies Des Hommes Illustres De Plutarque;1735;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Plutarchus;;Plutarch;Q41523;male;118595237;M‰nnlich;;;;;;;;;AndrÈ;Dacier;118523228;M‰nnlich;;;;;;;;;;;;;
1243;185;183;IX. Arm. 2. Rang in Oktavo;27-28;AbrÈgÈ de l' histoire Romaine par Eutrope, trad par l' abbÈ Lezean ‡ Paris 1717.;151713510;;2;23588894X;M: Lh 833:1, M: Lh 834 (1);M: Lh 833:1;Literatur - Rˆmische Literatur;Provenienzen bereits im OPAC nachgewiesen;;"Wappensupralibros: Dumas [de Montbail oder de Montmartin], Erscheinungsjahr hs. ge‰ndert in: M. DCC.""X""X""X""II. (aus M. DCC. XVII.), Exlibris: Ex Bibliotheca LR Ducis Brunsvicensis Et Luneburgensis, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>";Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acu;fre;AbrÈgÈ De L'Historie Romaine Par Eutrope, Depuis La Fondation de Rome jusqu'‡ la mort de l'Empereur Jovien;1717;Paris;Paris;4044660-8;Paris;tgn/7008038;Eutropius;;Eutropius;Q314694;male;118682768;M‰nnlich;;;;;;;;;Simon-FranÁois;Lezeau;1058210548;M‰nnlich;;;;;;;;;;;;;
1244;186;184;IX. Arm 2 RangÈe in oktavo - traduc- tions des auteurs anciens;29-30;La republique de Platon ‡ Amsterdam 1763 T. I, 2.;226240312;;2;Kein Ex. Vorhanden;;;;;;;;Acus;fre;La RÈpublique De Platon, Ou Dialogue Sur La Justice;1763;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;AndrÈ;Darcier;Plato;Q859;male;118594893;M‰nnlich;;;;;;;;;Jean Nicolas;Grou;115558225;M‰nnlich;;;;;;;;;;;;;
1245;186;184;IX. Arm. 2. Rang in Oktavo;31-32;Oeuvres de Platon, trad par M. Dacier ‡ Amsterd. 1744. T. I, 2.;37402315;;2;38584913;M: Lg 1659:1;M: Lg 1659:1;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm;Acu;fre;Oeuvres De Platon;1744;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;AndrÈ;Darcier;Plato;Q859;male;118594893;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
1246;186;184;IX. Arm 2 RangÈe in oktavo - traduc- tions des auteurs anciens;33-34;Loix  de  Platon  ‡  Amsterdam 1769 T. I, 2.;143235087;;2;226235963;M: Lg 1684:1;M: Lg 1684:1;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Monogramm: PC [d.i. Philippine Charlotte, Herzogin zu Braunschweig-L¸neburg], Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Monogramm, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Monogramm;Acus;fre;Loix De Platon;1769;A Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;AndrÈ;Darcier;Darcier, AndrÈ;;male;118594893;M‰nnlich;;;;;;;;;Jean Nicolas;Grou;115558225;M‰nnlich;Marc-Michel;Rey;M‰nnlich;122130006;;;;;;;;;
1247;186;184;IX. Arm. 2. Rang in Oktavo;35-37;L' Hiade d' Homere trad par M. Dacier ‡ Amst. 1731 T. I-3.;171734807;;3;171735064;M: Lg 1098:1;M: Lg 1098:1;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-L¸neburg (vgl. von Praun'scher Katalog): VII.g.222, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Acus;fre;Les Oeuvres D'Homere;1731;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Homerus;;Homer;Q6691;male;11855333X;M‰nnlich;;;;;;;;;Anne;Dacier;118670840;Weiblich;;;;;;;;;;;;;
