id;pageCat;imageCat;numberCat;itemInVolume;titleCat;titleBib;titleNormalized;author1;author2;author3;author4;contributor1;contributor2;contributor3;contributor4;place1;place2;publishers;year;format;histSubject;subjects;genres;mediaType;languages;systemManifestation;idManifestation;institutionOriginal;shelfmarkOriginal;provenanceAttribute;digitalCopyOriginal;targetOPAC;searchID;titleWork;systemWork;idWork;bound;comment;digitalCopy;copiesHAB
272;31;43;46-56;;Hist. du regne de Louis XIII. par M. le Vassor, Amst. 1700. T. I. II. III. IV. V. VI. VII. VIII. IX. X. XI. ;Histoire Du Regne De Louis XIII. Roi De France Et De Navarre;;Michel Le Vassor#13584410Xm;;;;Ludwig XIII. Frankreich, König;;;;Amsterdam#getty7006952;;;1700;8°;Arm. III, (b) 2. rang in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;140196560;;;;;;;;;;;;;M: Gk 1174
960;103;131;46;;Plusieurs enigmes, par M. Noe. Leuw. 1684. ;Plusieurs Énigmes;;Michel Noë#1055565132m;;;;;;;;Leeuwarden#getty7007006;;;1684;8°;Arm. VIII, (b) 2. rang, in octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150160364;Herzog August Bibliothek Wolfenbüttel;M: Lm 2733;;;;;;;;;;;M: Lm 2733
72;9;17;165;;Hist. de la Scission arrivée en Pologne au sujet de l'election d'un Roi 1697. par Mr de la Bizardière. 1700. voiez II. n. 25. 182.;Histoire De La Scission Ou Division Arrivée En Pologne Le XXVII. Juin M.DC.XCVII. Au Sujet De L'Election D'Un Roy;;Michel-David de La Bizardière#100043321m;;;;;;;;Paris#getty7008038;;;1700;8°;Arm. I, (f) 6. rang, in octavo;Geschichte ; Polen, Ungarn;Druck;fre;GBV;155855603;Herzog August Bibliothek Wolfenbüttel;M: Go 121;;;;;;;;;;;M: Go 121, Schulenb. Gp 14
1289;230;262;[27-30];;Hist. de Don quicholte, Amt. 1735. T. I. II. III. IV. x;Histoire de l'amirable Don Quzichotte de la Manche;;Miguel de Cervantes#11851993Xm;;;;;;;;Amsterdam#getty7006952;;;1735;8°;Neben Cabinet;Literatur ; Spanische und portugiesische Literatur;Druck;fre;GBV;151229767;;;;;;;;;;;;;M: Ll 76:1
256;29;41;7;;Les plaisirs de l'Isle enchantée, fetes galantes et magnifiques faites par le Roi à Versailles 1664. Par. 1673. ;Les Plaisirs de l'isle enchantée. Courses de bague, collation ornée de machines, comédie, meslée de danse et de musique, ballet du palais d'Alcine, feu d'artifice et autres festes galantes et magnifiques faites par le roy à Versailles, le 7 mai 1664 et continuées plusieurs autres jours;;Molière#11858331Xm;;;;;;;;Paris#getty7008038;;;1673;2°;Arm. III, (a) 1. rang in folio;Geschichte ; Frankreich;Druck;fre;GBV;592026582;Herzog August Bibliothek Wolfenbüttel;M: Gk 2° 83 ;;;;;;;;;;;M: Gk 2° 83 (1)
707;78;100;51-56;;Oeuvres de Moliere Par. 1734. T. I. II. III. IV. V. VI. ;Œuvres De Moliere;;Molière#11858331Xm;;;;François-Antoine Jolly#100364179;Jean-Louis-Ignace La Serre#134008820;François Boucher#118662244;Laurent Cars#123083109;Paris#getty7008038;;;1734;4°;Arm. VI, (c) 3. rang, in quarto;Literatur ; Französische Literatur;Druck;fre;GBV;42223141X;Herzog August Bibliothek Wolfenbüttel;M: Lm 4° 59;;;;;;;;;;;M: Lm 4°  59
1280;229;261;[7-10];;"Oeuvres de Moliere, Berl. 1700. T. I. II. III. IV. """;Les Oeuvres De Molière;;Molière#11858331Xm;;;;;;;;Berlin#getty7003712;;;1700;8°;Neben Cabinet;;;Druck;fre;GBV;535670672;;;;;;;;;;;;;
570;64;82;74-75;;De l'Esprit des Loix, par M. le Presid. de Montequion. Gen. T. I. II. 76. Oeuvres de M. Matth. Terras. son Avocat en Parlement, Par. 1737. ;De L'Esprit Des Loix Ou Du Rapport Que Les Loix Doivent Avoir Avec La Constitution De Chaque Gouvernement, Les Moeurs, Le Climat, La Religion, Le Commerce, &c. à quoi l'Auteur a ajouté Des recherches nouvelles sur les Loix Romaines ...;;Montesquieu#118583670m;;;;;;;;Genf#getty7003746;;;1748;8°;Arm. V, (c) 3. rang in quart.;Literatur ; Französische Literatur;Druck;fre;GBV;150315503;Herzog August Bibliothek Wolfenbüttel;M: Lm 4° 65;;;;;;;;;;;M: Lm 4° 65:1, Rara
744;82;104;147;;Considerations sur les causes de la grandeur des Romains et de leur decadence, Amst. 1746. ;Considérations sur les causes de la grandeur des Romains, et de leur décadence;;Montesquieu#118583670m;;;;;;;;Amsterdam#getty7006952;;;1746;8°;Arm. VI, (e) 5. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150315414;Herzog August Bibliothek Wolfenbüttel;M: Lm 2620;;;;;;;;;;;M: Lm 2620
1076;114;142;200;;Lettres Persanes. Amst. 1740. ;Lettres Persanes;;Montesquieu#118583670m;;;;;;;;Amsterdam#getty7006952;;;1740;8°;Arm. VIII, (f) 6. rang, in Oct.;;;Druck;fre;GBV;253224314;;;;;;;;;;;;;
1358;235;267;[106];;Temple de Gnide. 1726. x;Le Temple de Gnide;;Montesquieu#118583670m;;;;Noe??l Le Mire#13026833X;;;;Paris#getty7008038;;;1772;8°;Neben Cabinet;Literatur ; Französische Literatur;Druck;fre;GBV;150315716;Herzog August Bibliothek Wolfenbüttel;M: Lm 2639;;;;;;;;;;;M: Lm 2639
479;53;67;168-173;;Mem. de Mlle de Montpensier, Fille de Gaston d'Orleans Frere de Louis XIII. par. 1728. T. I. II. III. IV. V. VI. ;Memoires De Mademoiselle De Montpensier, Fille de Mr. Gaston D'Orléans, Frére De Louis XIII., Roi de France;;Montpensier, Anne Marie Louise d'Orleans, Duchess de#118835440f;;;;Jean Regnault Segrais#118796046;;;;Paris#getty7008038;;;1728;8°;Arm. IV, (f) 6. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;151706743;;;;;;;;;;;;;M: Lm 119a:1, Schulenb. B 106:1
478;53;67;163-167;;Mem. pour servir à l'hist. d'Anne d'Autriche Mere de Louis XIV. par Me de Motteville. Amst. 1723. T. I. II. III. IV. V. ;Memoires, Pour Servir A L'Histoire D'Anne D'Autriche, Epouse De Louis XIII. Roi De France;;Motteville, Frances Bertrand de#104237201f;;;;Anna Frankreich, Königin, 1601-1666#118649469;Ludwig XIII. Frankreich, König#11872942X;;;Amsterdam#getty7006952;;;1723;8°;Arm. IV, (f) 6. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;138892016;;;;;;;;;;;;;M: Lm 2671a:1, Schulenb. B 28:1
992;106;134;82;;Diss. sur la perfection du monde corporel et intelligent, par W. G. Muyz. Leide 1745. ;Dissertation Sur La Perfection Du Monde Corporel Et Intelligent;;Muys, Wijer Willem#1055123156m;;;;;;;;Leiden#getty7006809;;;1745;8°;Arm. VIII, (c) 3. rang, in Octav.;Literatur ; Holländische Literatur;Druck;fre;GBV;134919149;Herzog August Bibliothek Wolfenbüttel;M: Lp 105;;;;;;;;;;;M: Lp 105
874;95;121;184-185;;Mythologie, ou hist. des Dieux, par M. DuPuy, Par. 1731. T. I. II. ;Mythologie, Ov L'Histoire Des Dieux, Des Demi-Dieux, Et Des Plus Illustres Heros De L'Antiquité Payenne;;N. Dupuy La Chapelle#100116760;;;;;;;;Paris#getty7008038;;;1731;8°;Arm. VII, (f) 6. rang, in Octav;Kulturgeschichte ; Mythologie;Druck;fre;GBV;135093201;Herzog August Bibliothek Wolfenbüttel;M: Ho 80;;;;;;;;;;;M: Ho 80:1
237;27;37;193;;Le Czar Demetrius, par Mr de la Rochelle. Haie 1716. ;Le Czar Demetrius;;Née de La Rochelle, Jean#12582677X;;;;;;;;Den Haag#getty7006810;;;1716;8°;Arm. II, (g) 7. rang, in octav.;Geschichte ; Rußland;Druck;fre;GBV;151438242;;;;;;;;;;;;;M: Gu 208
1184;125;155;77-78;;Oeuvres de M. Machiavel, Rouen 1664. T. I. II. ;Les oeuvres de Macchiavel;;Niccolò Machiavelli#118575775m;;;;;;;;Paris#getty7008038;;;1664;8°;Arm. IX, (c) 3. rang in Octav.;Literatur ; Italienische Literatur;Druck;fre;GBV;150458797;Herzog August Bibliothek Wolfenbüttel;M: Lk 503;;;;;;;;;;;M: Lk 503:1
1185;125;155;79;;Le Prince, de N. Machiavel, trad. par Amelot de la Houssaie. Amst. 1683. ;Le Prince;;Niccolò Machiavelli#118575775m;;;;Abraham Nicolas Amelot de la Houssaie#100008569;;;;Amsterdam#getty7006952;;;1683;8°;Arm. IX, (c) 3. rang in Octav.;Literatur ; Italienische Literatur;Druck;fre;GBV;150149085;;;;;;;;;;;;;M: Lk 517
1095;115;143;234-235;;L'Orthopedie ou l'art de prevenir et corriger dans les enfans les difformités du corps, par M. Andry. Bux. 1743. T. I. II. ;L'Orthopédie ou L'Art De Prevenir Et Corriger Dans Les Enfans, Les Difformités Du Corps;;Nicolas Andry#118645269m;;;;;;;;Brüssel#getty7007868;;;1743;8°;Arm. VIII, (g) 7. rang, in Octav.;Medizin ; Orthopädie;Druck;fre;GBV;151702543;Herzog August Bibliothek Wolfenbüttel;M: Ml 1a;;;;;;;;;;;M: Ml 1a:1
365;41;53;202;;Cruels effets de la vengennce du C.al de Richelieu, ou Hist. des Diables de Loudun, Amst. 1716. ;Cruels effets de la vengeance du cardinal de Richelieu, ou histoire des diables de Loudun, de la possession des religieuses Ursulines, et de la condamnation & du suplice d'urbain Grandier, Curé de la mème ville;;Nicolas Aubin#138488177m;;;;;;;;Amsterdam#getty7006952;;;1716;8°;Arm. III, (g) 7. rang, in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;151259488;Herzog August Bibliothek Wolfenbüttel;M: Gk 75;;;;;;;;;;;M: Gk 75, Schulenb. Gf 29
490;54;68;186;;Le Secret des threfors de France, 1581. ;Le Secret Des Thresors De France;;Nicolas Barnaud#129831190m;;;;;;;;;;;1581;8°;Arm. IV, (f) 6. rang, in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;184678862;Herzog August Bibliothek Wolfenbüttel;M: Gk 735 ;;;;;;;;;;;M: Gk 735 (1)
857;93;119;143-146;;Oeuvres de M. de Boileau Despreaux. Haie 1729. T. I. II. III. IV. ;Oeuvres De Nicolas Boileau Despreaux;;Nicolas Boileau-Despréaux#118512986m;;;;Bernard Picart#123379636;;;;Den Haag#getty7006810;;;1729;8°;Arm. VII, (e) 5. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;151421021;Herzog August Bibliothek Wolfenbüttel;M: Lm 453;;;;;;;;;;;M: Lm 453
435;48;62;105;;Hist. Romaine par le P. Coesseteau, Par. 1632. ;Histoire romaine, contenant tout ce qui s'est passé ... depuis le commencement de l'empire d'Auguste jusques à celuy de Constantin le Grand;;Nicolas Coeffeteau#115660372m;;;;N. E. Dardanie#105556618X;;;;Paris#getty7008038;;;1632;4°;Arm. IV, (d) 4. rang, in Quarto;Geschichte ; Römische Geschichte;Druck;fre;GBV;150208685;Herzog August Bibliothek Wolfenbüttel;M: Gg 310;;;;;;;;;;;M: Gg 310
286;33;45;84;;Ceremonies observées au Sacre de Henri IV. Par. 1594. ;Ceremonies observees av sacre et coronement dv Tres-chr. et Tres-valeur. Henry IIII. Roy de France & de Nauarre. Ens. en la reception de l'Ordre du S.Esprit en l'Eglise de Chartres, és 27. & 28e. iours ddu mois de Feurier 1594;;Nicolas de Thou#120306735m;;;;;;;;Paris#getty7008038;;;1594;4°;Arm. III, (d) 4. rang, in quarto;Geschichte ; Frankreich;Druck;fre;GBV;236005936;Herzog August Bibliothek Wolfenbüttel;M: Gk 1983;;;;;;;;;;;M: Gk 1983
1247;133;165;61;;Procés contre les Jesuites, pour servir de Suite aux causes celebres. à Brest. 1750. ;Procés contre les jésuites pour servir de suite aux causes célébres.;;Nicolas Jouin#124665152m;;;;;;;;Brest (Frankreich)#getty7008258;;;1750;8°;Arm. X, (c) 3. rang, in octav.;Staatswissenschaften ; Orden, christliche Gruppen;Druck;fre;GBV;151591407;Herzog August Bibliothek Wolfenbüttel;M: Tq 610;;;;;;;;;;;M: Tq 610
359;40;52;189-190;;Vie du Duc de Montausier Gouverneur de Msgr Louis Daufin. Par. 1729. T. I. II. ;La Vie De Monsieur Le Duc De Montausier Pair De France, Gouverneur De Monseigneur Louis Dauphin, Bisayeul Du Roy A Present Regnant;;Nicolas Le Petit#100675379m;;;;Charles de Sainte-Maure Montausier#119020459;;;;Paris#getty7008038;;;1729;8°;Arm. III, (g) 7. rang, in Octav.;Biographien ; Briefsammlungen, Gelegenheitsschriften;Druck;fre;GBV;138851999;;;;;;;;;;;;;M: Db 3157:1
12;2;10;38-41;;Methode pour etudier la Geographie. Amst. 1718. T. I. II. III. IV. V. VI. ;Méthode pour étudier la Géographie;;Nicolas Lenglet du Fresnoy#118907026m;;;;;;;;Amsterdam#getty7006952;;;1718;8°;Arm. I, (b), 2. rang in octav.;Geographie ; Handbücher etc.;Druck;fre;GBV;137905068;;;;;;;;;;;;;M: Ca 193:1
1178;124;154;67;;L'histoire justifieé contre les Romants, par l'Abbé Langlet du Fresnoi. Amst. 1735. ;L'histoire justifiée contre les Romans;;Nicolas Lenglet du Fresnoy#118907026m;;;;;;;;Amsterdam#getty7006952;;;1735;8°;Arm. IX, (c) 3. rang in Octav.;Geschichte ; Lexica, Methodisches, Geschichtsphilosophie;Druck;fre;GBV;216366747;Herzog August Bibliothek Wolfenbüttel;M: Ga 201;;;;;;;;;;;M: Ga 201
844;92;118;106-109;;De la recherche de la verité, par M. Malebranche, Par. 1749. T. I. II. III. IV. ;De la Recherche de la verité;;Nicolas Malebranche#118576682m;;;;;;;;Paris#getty7008038;;;1749;8°;Arm. VII, (d) 4. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;151393427;Herzog August Bibliothek Wolfenbüttel;M: Lm 2351;;;;;;;;;;;M: Lm 2351
461;51;65;140;;Mem. de M. d'Ablancourt Envoié du Roi en Portugal. Haie 1701. ;Mémoires de Monsieur d'Ablancourt ...;;Nicolas Perrot d'Ablancourt#123853850m;;;;;;;;Den Haag#getty7006810;;;1701;8°;Arm. IV, (e) 5. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;15033611X;Herzog August Bibliothek Wolfenbüttel;M: Lm 2825;;;;;;;;;;;M: Lm 2825
703;78;100;50 c) ;;Recuil des pieces touchant l'Historie de la Compagnie de Jesus, par le p. Joseph Jouvenci Jesuite Liege 1716. ;Recueil de piéces touchant l'Histoire de la Compagnie de Jésus, composée par le Pére Joseph Jouvenci jésuite, et supprimée par arrèt du parlement de Paris du 24. mars 1713;;Nicolas Petitpied#100382851m;;;;Joseph Jouvency#130062588;;;;Lüttich#getty7003460;;;1716;4°;Arm. VI, (b) 2. rang, in quart.;Staatswissenschaften ; Orden, christliche Gruppen;Druck;fre;GBV;150995229;Herzog August Bibliothek Wolfenbüttel;M: Tq 1005;;;;;;;;;ergänzt;;M: Tq 1005
143;17;27;45;;Recueil des pieces touchant l'hist. de la Compagnie de Jesus, composée par le P. Jos. Jouvency Jesuite. Liege 1713. ;Recueil De Piéces Touchant L'Histoire De La Compagnie De Jesus;;Nicolas Petitpied#100382851m;;;;Joseph Jouvency#130062588;;;;Lüttich#getty7003460;;;1713;8°;Arm. II, (b) 2. rang in octav.;Staatswissenschaften ; Orden, christliche Gruppen;Druck;fre;GBV;150995210;;;;;;;;;;;;;M: Tq 1004
162;19;29;78 aaa);;Description de tout l'Uni vers, par M. Sanson pere et fils Amst. 1700. ;Description de tout l'univers en plusieurs cartes & en divers traitez de géographie et d'histoire;;Nicolas Sanson#12360978Xm;Guillaume Sanson#129000884m;;;;;;;Amsterdam#getty7006952;;;1700;4°;Arm. II, (c) 3. rang, in quarto.;Geographie ; Handbücher etc.;Druck;fre;GBV;215851366;Herzog August Bibliothek Wolfenbüttel;M: Ca 269;;;;;;;;;ergänzt;;M: Ca 269
859;94;120;151-157;;Le Spectacle de la nature Par. 1737. T. I. II. III. IV. V. VI. VII. ;Contenant ce qui regarde les Animaux et les Plantes;;Noël-Antoine Pluche#115495193m;;;;;;;;Paris#getty7008038;;;1741;8°;Arm. VII, (e) 5. rang, in Octav.;Naturwissenschaften ; Lexika, Naturgeschichte;Druck;fre;GBV;150950063;Herzog August Bibliothek Wolfenbüttel;M: Na 224;;;;;;;;;;;M: Na 224
1141;121;151;26-27;;Hist. du Ciel, consideré selon les idées des Poetes des Philosophes et de Moises. Par. 1739. T. I. II. ;Histoire du ciel;;Noël-Antoine Pluche#115495193m;;;;;;;;Paris#getty7008038;;;1739;8°;Arm. IX, (b) 2. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150949995;Herzog August Bibliothek Wolfenbüttel;M: Lm 2864;;;;;;;;;;;M: Lm 2864:1
1087;115;143;221;;Lettres du B. de Busbek, Ambass. de l'Emp. Rodolfe II. en France, Amst. 1718. ;Les Lettres de l'Empereur Rodolphe II. en France;;Ogier Ghiselin de Busbecq#119025280m;;;;;;;;Amsterdam#getty7006952;;;1718;8°;Arm. VIII, (f) 6. rang, in Oct.;Literatur ; Neulateinische Literatur;Druck;fre;GBV;149894791;Herzog August Bibliothek Wolfenbüttel;M: Li 1137;;;;;;;;;;;M: Li 1137
944;102;130;24-25;;Oeuvres de M. Patru, ses plaidoiers haranques lettres, Par. 1692. T. I. II. ;Les Oeuvres Diverses De Mr. Patru De L'Academie Françoise;;Olivier Patru#100241891m;;;;;;;;Paris#getty7008038;;;1692;8°;Arm. VIII, (b) 2. rang, in octav.;Literatur ; Französische Literatur;Druck;fre;GBV;150167172;;;;;;;;;;;;;M: Lm 2798
681;77;99;24-25 ;;Hist. de Philippe Roi de Macedonie Pere d'Alexandre le Grand, par M. Olivier, Par. 1740. T. I. II. ;Histoire De Philippe, Roi De Macédoine Et Pére D'Alexandre Le Grand;;Olivier, Claude Matthieu#1157702481m;;;;;;;;Paris#getty7008038;;;1740;4°;Arm. VI, (b) 2. rang, in quart.;Geschichte ; Griechische und byzantinische Geschichte;Druck;fre;GBV;141117419;Herzog August Bibliothek Wolfenbüttel;M: Gf 163;;;;;;;;;;;M: Gf 163:1
754;83;105;172;;Hist. de Philippe Roi de Macedoine, Pere d'Alexandre le Gr. pour servir de suite aux hom?es ill. de Plut. Par. 1740. ;Histoire De Philippe, Roi De Macedoine, Pere D'Alexandre;;Olivier, Claude Matthieu#1157702481m;;;;;;;;Paris#getty7008038;;;1740;8°;Arm. VI, (f) 6. rang, in Octav.;;;Druck;fre;GBV;269605509;;;;;;;;;;;;;
14;2;10;48-49;;Hist. universelle trad. du Latin du P. Tursellin, Amst. 1708. T. I. II. ;Histoire Universelle;;Orazio Torsellino#100567894m;;;;;;;;Amsterdam#getty7006952;;;1708;8°;Arm. I, (b), 2. rang in octav.;Geschichte ; Universalgeschichte;Druck;fre;GBV;22610642X;;;;;;;;;;;;;M: Gb 309:1
1;1;9;1;;Les metamorphoses d'Ovide, Par Mr. L'Abbé Banier, Ouvrage enrichi de figures gravées, par B. Picart. Amst. 1732. ;Les Metamorphoses D'Ovide En Latin, Traduites En François;;Ovid#118590995m;;;;Antoine Banier#100022324;Bernard Picart#123379636;;;Amsterdam#getty7006952;;;1732;2°;Arm. I, (a) 1. Rang in folio;Literatur ; Römische Literatur;Druck;fre;GBV;142243574;;;;;;;;;;;;;M: Lh 2° 19
771;85;107;211;;Epitres amoureuses d'Ovide. Col. 1703. ;Les Epitres Amoureues D'Ovide;;Ovid#118590995m;;;;Jacques Harrewyn#128600187;;;;Köln#getty1003171;;;1703;8°;Arm. VI, (g) 7. rang, in Octav.;Literatur ; Römische Literatur;Druck;fre;GBV;15158544X;Herzog August Bibliothek Wolfenbüttel;M: Lh 1567 ;;;;;;;;;;;M: Lh 1567 (1)
173;20;30;94;;Hist. du Concile de Trente, de Fra Paolo Sarpi, trad. par Mr Amelot, de la Houssaye, Amt. 1686. ;Histoire du Concile de Trente, de Paolo Sarpi. Trad. par Amelot de la Houssaie. Avec des remarques historiques, politiques, et morales;;Paolo Sarpi#118751336m;;;;Abraham Nicolas Amelot de la Houssaie#100008569;;;;Amsterdam#getty7006952;;;1686;4°;Arm. II, (d) 4. rang, in quarto;Staatswissenschaften ; Orden, christliche Gruppen;Druck;fre;GBV;15151397X;Herzog August Bibliothek Wolfenbüttel;M: Tq 1091;;;;;;;;;Opac falsch, Ex. Muss umgehangen werden;;M: Tq 1091a
77;10;18;171;;Le Prince, de Fra Paolo, ou conseils polit. adresses à la noblesse de Venise, par le P. Paolo Sarpi, Berl. 1751. ;Le Prince de Fra Paolo;;Paolo Sarpi#118751336m;;;;François-Marie Marsy#124169880;;;;Berlin#getty7003712;;;1751;8°;Arm. I, (f) 6. rang, in octavo;Literatur ; Italienische Literatur;Druck;fre;GBV;150185189;Herzog August Bibliothek Wolfenbüttel;M: Lk 717;;;;;;;;;;;M: Lk 717
78;10;18;172-173;;Les droits des Souverains defendus contre les excom?unications et les interdits des Papes, par Frà Paolo, Haie 1721. T. I. II. voiés n. 204.;Les droit des Souverains défendus contre les excommunications [et] les interdits des Papes;;Paolo Sarpi#118751336m;;;;;;;;Den Haag#getty7006810;;;1721;8°;Arm. I, (f) 6. rang, in octavo;Recht ; Kirchenrecht;Druck;fre;GBV;142955426;Herzog August Bibliothek Wolfenbüttel;M: Rb 808;;;;;;;;;;;M: Sf 754:1, M: Rb 808:1
174;20;30;95-96;;it. de Pierre Soave Polan trad. par. J. Diodati. 1627. T. I. II. ;Histoire Dv Concile De Trente;;Paolo Sarpi#118751336m;;;;Giovanni Diodati#118907891;;;;;;;1627;4°;Arm. II, (d) 4. rang, in quarto;Staatswissenschaften ; Orden, christliche Gruppen;Druck;fre;GBV;151513929;Herzog August Bibliothek Wolfenbüttel;M: Tq 1089;;;;;;;;;;;M: Tq 1089
175;21;31;97;;it. Genev. 1635. ;Histoire du Concile de Trente;;Paolo Sarpi#118751336m;;;;Giovanni Diodati#118907891;;;;Genf#getty7003746;;;1635;4°;Arm. II, (d) 4. rang, in quarto;Staatswissenschaften ; Orden, christliche Gruppen;Druck;fre;GBV;151513937;Herzog August Bibliothek Wolfenbüttel;M: Tq 1090;;;;;;;;;;;M: Tq 1090
1158;123;153;45;;Tr. des benefices, de Fr. Paolo Sarpi. Amst. 1692. ;Traité Des Bénéfices;;Paolo Sarpi#118751336m;;;;Abraham Nicolas Amelot de la Houssaie#100008569;;;;Amsterdam#getty7006952;;;1692;8°;Arm. IX, (c) 3. rang in Octav.;Recht ; Kirchenrecht;Druck;fre;GBV;142629421;Herzog August Bibliothek Wolfenbüttel;M: Rb 839;;;;;;;;;;;M: Rb 839, Xd 8° 306 (1)
191;22;32;120;;Hist. abregée de la vie et des ouvrages de M. Arnauld. Col. 1695. ;Histoire Abregée De La Vie Et Des Ouvrages De Monsr. Arnauld, Ci-devant imprimée sous le titre de Question Curieuse &c.;;Pasquier Quesnel#119143801m;;;;Antoine Arnauld#118893300;;;;Köln#getty1003171;;;1695;8°;Arm. II, (e) 5. rang in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;151663882;;;;;;;;;;;;;M: Lm 2931
421;47;61;64-76;;Histoire d'Angleterre, par M. de Rapin-Thoyras. Haie 1724. T. I. II. III. IV. V. VI. VII. VIII. IX. X. XI. XII. XIII. ;Histoire D'Angleterre, Par Mr. De Rapin Thoyras;;Paul de Rapin#124725988m;;;;;;;;Den Haag#getty7006810;;;1724;8°;Arm. IV, (c) 3. rang, in Quart.;Geschichte ; Großbritannien;Druck;fre;GBV;149921063;Herzog August Bibliothek Wolfenbüttel;M: Gr 4° 52;;;;;;;;;;;M: Gr 4° 52:1
498;55;69;195;;Testament politique du C.al Duc de Richelieu, Amst. 1691. ;Testament Politique Du Cardinal Duc De Richelieu, Premier Ministre de France sous le Régne de Loui??s XIII;;Paul Hay du Chastelet#128415495m;;;;Armand Jean du Plessis Richelieu#118600354;;;;Amsterdam#getty7006952;;;1691;8°;Arm. IV, (f) 6. rang, in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;190852356;;;;;;;;;;;;;M: Gk 1748, Xd 12° 53 (1)
26;4;12;90 b);;Introd. à l'hist. de Danemarc p. M. Mallet. ;Introduction à l'histoire de Dannemarc, ou l'on traite de la Religion, des Loix, des Moeurs & des Usages des Ancien Dannois;;Paul Henri Mallet#116695706m;;;;;;;;Kopenhagen#getty7003474;;;1755;4°;Arm. I, (c), 3. rang, in quarto;Geschichte ; Skandinavien;Druck;fre;GBV;15139931X;;;;;;;;;;;ergänzt;;M: Gs 145
634;70;88;172-174;;Voiage de P. Lucas fait en 1714. dans Turquie. Par. 1724. T. I. II. III. ;Voyage du Sieur Paul Lucas, fait en M.DCCXIV, &c. par ordre de Louis XIV. dans la Turquie, l'Asie, Sourie, Palestine, Haute et Basse Egypte, &c.;;Paul Lucas#117665665m;;;;;;;;Paris#getty7008038;;;1724;8°;Arm. V, (f) 6. rang, in octav.;Geographie ; Reisebeschreibungen;Druck;fre;GBV;217011160;Herzog August Bibliothek Wolfenbüttel;M: Cc 383;;;;;;;;;;;M: Cc 383:1
394;44;58;24;;Mem. concernant les affaires de France sous la regence de Marie de Medicis 1610-20. Haie 1720. ;Mémoires concernant les affaires de France sous la régence de Marie de Médicis;;Paul Phélypeaux de Pontchartrain#1019729317m;;;;;;;;Den Haag#getty7006810;;;1720;8°;Arm. IV, b) 2. rang, in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;19346683X;;;;;;;;;;;;;M: Gk 1555
243;27;37;210-212;;Hist. de l'Empire Ottoman, trad. de l'Anglois de Mr le Chev. Ricaut. Haie 1729. T. I. II. III. ;Histoire De L'Empire Ottoman;;Paul Rycaut#118894803m;;;;Pierre Briot#1026674085;;;;Den Haag#getty7006810;;;1709;8°;Arm. II, (g) 7. rang, in octav.;Geschichte ; Asien;Druck;fre;GBV;151473153;Herzog August Bibliothek Wolfenbüttel;M: Gv 974.3 ;;;;;;;;;;;M: Gv 974.3:1 (1)
1162;123;153;50;;Hist. de l'etat present de l'Eglise Grecque et de l'Eglise armenien?e, trad. de l'Angl. du Chev. Ricaut, par M. de Roserond. Middelb. 1692. ;Histoire De L'Estat Present De L'Eglise Grecque, Et De L'Eglise Armenienne;;Paul Rycaut#118894803m;;;;Jean-Baptiste Rosemond#100861024;;;;Middelburg#getty7006752;;;1692;8°;Arm. IX, (c) 3. rang in Octav.;Staatswissenschaften ; Regionale und lokale Kirchengeschichten;Druck;fre;GBV;151132550;Herzog August Bibliothek Wolfenbüttel;M: Tp 571;;;;;;;;;;;M: Tp 571
891;97;123;213-218;;Oeuvres de M. de Scarron, Amst. 1712. T. I. II. III. IV. V. VI. ;Les Oeuvres De Monsieur Scarron;;Paul Scarron#118605984m;;;;;;;;Amsterdam#getty7006952;;;1712;8°;Arm. VII, (f) 6. rang, in Octav;Literatur ; Französische Literatur;Druck;fre;GBV;509862845;Herzog August Bibliothek Wolfenbüttel;M: Lm 3307;;;;;;;;;;;M: Lm 3307:1
1365;236;268;[113];;Scarron, Roman comique Par. x;Le Romant comique;;Paul Scarron#118605984m;;;;;;;;Paris#getty7008038;;;1680;8°;Neben Cabinet;Literatur ; Französische Literatur;Druck;fre;GBV;150659768;Herzog August Bibliothek Wolfenbüttel;M: Lm 3321 ;;;;;;;;;;;M: Lm 3321 (1)
562;63;81;61-62;;Pausanias, ou voiage histor. de la Grece, trad. par l'Abbé Gedoyn. Par. 1731. T. I. II. ;Pausanias, ou voyage historique de la Grece, traduit en François;;Pausanias#118592246;;;;Nicolas Gédoyn#100483208;;;;Paris#getty7008038;;;1731;8°;Arm. V, c) 3. rang, in Octav.;Literatur ; Griechische Literatur;Druck;fre;GBV;143485288;;;;;;;;;;;;;M: Lg 4° 137:1
