ID;Bibl. Eintrag;Schranknummer - Praun'scher Katalog;Rang - Praun'scher Katalog;Titelreihenfolge - Praun'scher Katalog;Systemtische Zuordnung - Praun'scher Katalog;Imagez‰hlung Digitalisat - Praun'scher Katalog;Katalogseitenz‰hlung- Praun'scher Katalog;Katalogeintrag Praun'scher Katalog;Erg‰nzungen zum Katalogeintrag - Praun'scher Katalog;ID - Katalog Ende 18. Jh.;Imagez‰hlung - Digitalisat Katalog Ende 18. Jh.;Katalogseitenz‰hlung - Katalog Ende 18. Jh.;Schrankposition - Katalog Ende 18. Jh.;Titelreihenfolge - Katalog Ende 18. Jh.;Katalogeintrag Katalog Ende 18. Jh.;PPN-Nummer Manifestationsebene;Anmerkungen - Praun'scher Katalog edit.;Bandz‰hlung - katalog¸bergreifend;PPN-Nummer Exemplarebene - Ex. 1;HAB  Exemplare;Sammlungszugehˆriges Exemplar mit Provenienzen;Aufstellungssystematik Mittlere Aufstellung;Signatur- und Provenienzpr¸fung;Ergebnis Magazin- und Provenienzpr¸fung;Alle im OPAC nachgewiesen Provenienzen HAB;Provenienz Zuordnung namentlich;Bibliographische Gattung und Status;Sprachcode;OPAC Haupttitel;Erscheinungsjahr;Erscheinungsort OPAC - 4030 -;Erscheinungsort normiert GND;Erscheinungsort GND-Nummer;Erscheinungsort normiert TGN;TGN-Nummer;1. Verfasser Vorname -3000;1. Verfasser Nachname - 3000;1. Verfasser normiert;Wikidata-ID;sex or gender;1. Verfasser GND-Nummer;Geschlecht;1. Weiterer Verfasser Vorname -3001;1. Weiterer Verfasser Nachname - 3001;1. Weiterer Verfasser GND - 3001 2;Geschlecht2;2. Weiterer Verfasser Vorname - 3002;2. Weiterer Verfasser Nachname - 3002;2. Weitere Verfasser GND - 3002 2;Geschlecht3;1. Weitere Person Vorname -3010;1. Weitere Person Nachname -3010;1. Weitere Person GND - 3010 2;Geschlecht4;2. Weitere Person Vorname - 3010;2. Weitere Person Nachname -3010;Geschlecht5;2. Weitere Person GND - 3010 2;1. Sonstige Person Vorname - 3050;1. Sonstige Person Nachname - 3050;1. Sonstige Person GND - 3050 2;2. Sonstige Person Vorname - 3050;2. Sonstige Person Nachname - 3050;2. Sonstige Person GND - 3050 2;3. Sonstige Person Vorname - 3050;3. Sonstige Person Nachname - 3050;4. Sonstige Person Nachname - 3050;3. Sonstige Person GND - 3050 2
1493;1477;;;;;;;;;423;67;65;IV Arm. 5 RangÈe in Oktavo - Histo- ire de France;10-13;MÈmoires historiques critiques et anecdotes de France ‡ Amsterdam 1765 T. I-4.;13876056X;;4;179999397;M: Gk 525;M: Gk 525;Geschichte - Frankreich;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acu;fre;Memoires Historiques, Critiques, Et Anecdotes De France;1765;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Jean FranÁois;Dreux du Radier;Jean-FranÁois Dreux du Radier;Q3165579;male;120555913;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1494;1478;;;;;;;;;440;69;67;IV. Arm. 6. Rang in Oktavo;9;MÈmoires de M. L. D. D. N. contenant ce qui s' est passÈ de plus particulier en France pendant la guerre de Paris ‡ Cologne 1709.;150729936;;1;150729936;M: Lm 2381K;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Memoires De M. L. D. D. N.;1709;Cologne [i.e. Paris];Paris;4044660-8;Paris;tgn/7008038;Marie-Jeanne;L'HÈritier de Villandon;Marie-Jeanne L'HÈritier;Q33083;female;119165546;Weiblich;;;;;;;;;;;;;;;;;Marie d'OrlÈans-Longueville;Nemours;119095033;;;;;;;
1495;1479;;;;;;;;;473;73;71;IV. Arm. 6. Rang in Duodezimo;50;Les propheties de M. Nostradamus ‡ Lyon 1568.;225146991;;1;225146991;M: Hr 311;;Kulturgeschichte - Magia naturalis, D‰monologie, Chiromantie;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Les Propheties De M. Michel Nostradamus;1568;Lyon;Lyon;4036770-8;Lyon;tgn/8728756;Nostradamus;;Nostradamus;Q39978;male;11858880X;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1496;1480;;;;;;;;;504;77;75;IV Arm. 7 RangÈe in Oktavo - Histo- ire de France;46-47;Memoire de Madame la marquise de Pampadour cerits par elle mÍme ‡ Liege 1775 T. I, 2.;221439935;;2;221440046;M: Gk 1336;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;"MÈmoires de madame la marquise de Pompadour o˘ l'on dÈcouvre les motifs des guerres et des traitÈs de paix, les ambassades, les nÈgociations dans les differentes cours de l'europe; les menÈes & les intrigues secretes ... tout ce qui s'est passÈ de plus remarquable ‡ la cour de France pendant les vingt dernieres annÈes du regnÈ de Louis XV.";1775;Liege;L¸ttich;4074361-5;LiËge;tgn/7003460;Jeanne Antoinette Poisson;Pompadour;Madame de Pompadour;Q188965;female;11859561X;Weiblich;;;;;;;;;;;;;;;;;;;;;;;;;;
1497;1481;;;;;;;;;509;81;79;V Arm. I RangÈe en bas - Histoire d' Angleterre et d' A- sie;21;MÈmoires concernant les Chinois par les missionaires de Pekin ‡ Paris 1776.;15028859X;;1;188744606;M: Gv 4∞ 38:1;;Geschichte - Asien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;MÈmoires concernant l'histoire, les sciences, les arts, les moeurs, les usages, & des Chinois;1776;Paris;Paris;4044660-8;Paris;tgn/7008038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1498;1482;;;;;;;;;510;81;79;V Arm. I RangÈe en bas - Histoire d' Angleterre et d' A- sie;22;Le Chou king un des livres sacrÈes des Chinois ‡ Paris 1770.;150280645;;1;150280645;M: Gv 4∞ 43;M: Gv 4∞ 43;Geschichte - Asien;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;fre;Le Chou-King, un des livres sacrÈs des Chinois, qui renferme les fondements de leur ancienne histoire, les principes de leur gouvernement et de leur morale;1770;Paris;Paris;4044660-8;Paris;tgn/7008038;Qiu;Kong;Confucius;Q4604;male;118565036;Unbekannt;;;;;;;;;Joseph;Guignes;124343481;Unbekannt;Antoine;Gaubil;M‰nnlich;117677752;;;;;;;;;;
1499;1483;;;;;;;;;511;82;80;V Arm. 2 RangÈe - Histoire d' Angleterre et d' Asie;1-5;Histoire d' Elisabeth Reine d' Angleterre par Mlle de Keralio ‡ Paris 1786. T. I-5.;150771487;;5;150771495;M: Gr 310:1;;Geschichte - Groﬂbritannien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;Histoire d'…lisabeth, Reine d'Angleterre;1786;Paris;Paris;4044660-8;Paris;tgn/7008038;Louise FÈlicitÈ;Robert;Louise-FÈlicitÈ de KÈralio;Q1647537;female;119514583;Weiblich;;;;;;;;;;;;;;;;;;;;;;;;;;
1500;1484;;;;;;;;;517;82;80;V Arm. 2 RangÈe - Histoire d' Angle- terre et d' Asie;33;Voyage outour du monde fait en 1764 et 1765 ‡ Paris 1767.;238505944;;1;238505944;M: Cc 617;M: Cc 617;Geographie - Reisebeschreibungen;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aaus;fre;Voyage Autour Du Monde, Fait En 1764 & 1765, Sur le Vaisseau de Guerre Anglois Le Dauphin, commandÈ par le Chef-d'Escadre Byron;1767;Paris;Paris;4044660-8;Paris;tgn/7008038;John;Byron;John Byron;Q507665;male;128924861;M‰nnlich;;;;;;;;;Jean-Baptiste Antoine;Suard;100595189;M‰nnlich;;;;;Jean-Baptiste;Tilliard;1042513325;;;;;;;
1501;1485;;;;;;;;;524;83;81;V Arm. 3 RangÈe en haut - Histoire d' Angleterre;12-14;Histoire d' Ecosse sous les regnes de Marie Stuart et de Jacques VI par G. Robertson trad. de l' Anglois ‡ Londres 1764 T. I-3.;150772068;;3;247360279;M: Gr 831:1;M: Gr 831:1;Geschichte - Groﬂbritannien;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;Histoire d'…cosse, sous les rÈgnes de Marie Stuart, et de Jacques VI. jusqu'a l'avÈnement de ce prince ‡ la couronne d'Angleterre;1764;Londres [i.e. Paris];Paris;4044660-8;Paris;tgn/7008038;William;Robertson;William Robertson;Q1113461;male;118834541;M‰nnlich;;;;;;;;;N.-P.;Besset de la Chapelle;1089810695;M‰nnlich;;;;;;;;;;;;;;
1502;1486;;;;;;;;;525;84;82;V Arm. 3 RangÈe - Asie, Afrique et Amerique;1-2;Voyage outour du monde par Haiokesworth traduite de l' Anglois ‡ Paris 1774. T. I-4.;141140437;;2;19089864X;M: Cc 4∞ 24.1:1;;Geographie - Reisebeschreibungen;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;Relation Des Voyages Entrepris Par Ordre De Sa MajestÈ Britannique ... Pour Faire Des DÈcouvertes Dans L'HÈmisphÈre MÈridional;1774;Paris;Paris;4044660-8;Paris;tgn/7008038;John;Hawkesworth;John Hawkesworth;Q3181710;male;120640260;M‰nnlich;;;;;;;;;Joseph;Banks;118808818;M‰nnlich;John;Byron;M‰nnlich;128924861;;;;;;;;;;
1503;1487;;;;;;;;;532;85;83;V Arm. 3 RangÈe - Asie, Afrique et Amerique;12-15;MÈmoires du baron de Tott sur les Turcs et Tartares ‡ Amsterdam 1784 T. I-4.;141156759;;4;236288865;M: Gv 1037:1 (1);;Geschichte - Asien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;MÈmoires Du Baron De Tott, Sur Les Turcs Et Les Tartares;1784;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;FranÁois;Tott;FranÁois Baron de Tott;Q2619069;male;117727776;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1504;1488;;;;;;;;;533;85;83;V Arm. 3 RangÈe - Asie, Afrique et Amerique;16-25;Histoire philosophique et politique des Ètablissemens et du commerce des EuropÈens dans les deux Indes par G. F. Raynal ‡ Gevene 1781 T. I-10.;150953844;;10;197859232;M: Gv 69;M: Gv 69;Geschichte - Asien;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acu;fre;Histoire Philosophique Et Politique des …tablissemens Et Du Commerce Des EuropÈens Dans Les Deux Indes;1781;GenÈve;Genf;4020137-5;GenËve;tgn/7003746;Guillaume Thomas FranÁois;Raynal;Guillaume Thomas FranÁois Raynal;Q727782;male;118969420;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1505;1489;;;;;;;;;534;85;83;V Arm. 3 RangÈe - Asie, Afrique et Amerique;26-29;La monarchie des HÈbreux par le marquis de Saint Philippe, trad. De l' Espagnol par M. A. de Beaumarchais ‡ la Haye 1728. T. I-4.;416629377;;4;Kein Ex. Vorhanden;;;;;;;;Acu;fre;La Monarchie Des Hebreux;1728;A La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Vicente Bacallar y Sanna;San Felipe;Vicente Bacallar;Q9093236;male;124698387;M‰nnlich;;;;;;;;;Antoine;La Barre de Beaumarchais;100743714;Unbekannt;;;;;;;;;;;;;;
1506;1490;;;;;;;;;536;86;84;V Arm. 4 RangÈe - Histoire de Angle- terre;1-2;Histoire de la conquÍte du Mexique par Fernand Cortez trad. De l' Espagnol de Dom. Ant. De Solis ‡ Paris 1774. T. I, 2.;150669631;;2;15066964X;M: Gx 138;M: Gx 138;Geschichte - Amerika;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acu;fre;Histoire de la conquËte du Mexique;1774;Paris;Paris;4044660-8;Paris;tgn/7008038;Antonio;SolÌs y Rivadeneira;Antonio de SolÌs y Ribadeneyra;Q952846;male;122613007;M‰nnlich;;;;;;;;;Samuel;Broe??;12403327X;Unbekannt;;;;;Hern·n;CortÈs;118522280;;;;;;;
1507;1491;;;;;;;;;539;86;84;V Arm. 4 RangÈe - Histoire de Angle- terre;7-12;Histoire d' Angleterre depuis l' invasion de Jules Cesar jusqu' ‡ l' avenement de Henri VII par M. D. Hume trad. De l' Anglois ‡ Amst. 1765 T. I-6.;151013381;;6;151013381;M: Gr 243;M: Gr 243;Geschichte - Groﬂbritannien;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;fre;Histoire d'Angleterre, depuis l'invasion de Jules CÈsar, jusqu'a l'avÈnement de Henry VII;1765;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;David;Hume;David Hume;Q37160;male;118554735;M‰nnlich;;;;;;;;;Octavie Guichard;Durey de MeiniËres;121998967;Weiblich;;;;;;;;;;;;;;
1508;1492;;;;;;;;;540;86;84;V Arm. 4 RangÈe - Histoire de Angle- terre;13-18;Histoire de la maison de Tutor sur le trone d' Angleterre, par M. de Hume, trad. De l' Anglois ‡ Amst. 1763. T. I-6.;151013365;;6;151013373;M: Gr 244;M: Gr 244;Geschichte - Groﬂbritannien;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acu;fre;Histoire De La Maison De Tudor, Sur Le TrÙne D'Angleterre;1763;A Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;David;Hume;David Hume;Q37160;male;118554735;M‰nnlich;;;;;;;;;Octavie Guichard;Durey de MeiniËres;121998967;Weiblich;;;;;;;;;;;;;;
1509;1493;;;;;;;;;541;86;84;V Arm. 4 RangÈe - Histoire de Angle- terre;19-24;Histoire de la maison de Stuart sur le trone d' Angleterre par M. D. Hume ‡ Londres 1763 T. I-6.;151013462;;6;151013470;M: Gr 245;M: Gr 245;Geschichte - Groﬂbritannien;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acus;fre;Histoire De La Maison De Stuart Sur Le TrÙne D'Angleterre;1763;Londres;London;4074335-4;London;tgn/7011781;David;Hume;David Hume;Q37160;male;118554735;M‰nnlich;;;;;;;;;Antoine FranÁois;PrÈvost d'Exilles;118596462;M‰nnlich;;;;;;;;;;;;;;
1510;1494;;;;;;;;;576;91;89;V Arm. 5 RangÈe - Asie, Afrique, Amerique;2-5;Histoire de l' Amerique par G. Robertson, traduit de l' Anglois ‡ Francf. 1778 T. I-4.;150771916;;4;150771924;M: Gx 79;M: Gx 79;Geschichte - Amerika;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;Histoire de l'AmÈrique;1778;Francfort;Frankfurt am Main;4018118-2;Frankfurt am Main;tgn/7005293;William;Robertson;William Robertson;Q1113461;male;118834541;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1511;1495;;;;;;;;;626;100;98;VI Arm. I RangÈe in folio - Hist. EcclÈsiastique et ThÈologie;14;La sainte Bible qui contant le vieux et le nouveau Testament par J. F. Osterwald ‡ Amsterdam 1734.;Titel nicht eindeutig identifizierbar;;1;;;;;;;;;;fre;;1734;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1512;1496;;;;;;;;;639;102;100;VI Arm. 2 RangÈe in  Oktavo  -  Hist.;8;MÈmoire historique sur la fondation de l' Èglise franÁoise de Berlin 1772.;147754577;;1;147754577;M: Gm 434;;Geschichte - Deutsche Geschichte: Territorien und St‰dte;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;MÈmoire Historique Sur La Fondation De L'…glise FranÁoise De Berlin;1772;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Jean Pierre;Erman;Jean Pierre Erman;Q1457777;male;104114150;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1513;1497;;;;;;;;;641;102;100;VI Arm. 2 RangÈe in Oktavo - Hist. EcclÈsiastique et ThÈologie;10;Conjectures  sur  la  GenËse  ‡ Bruxelles 1753.;15169107X;;1;15169107X;M: Tc 10;;Staatswissenschaften - Exegetische Theologie [II];Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Conjectures Sur Les Memoires Originaux Dont il paroit que Moyse s'est servi pour composer le Livre de la Genese;1753;Bruxelles;Br¸ssel;4008460-7;Bruxelles;tgn/7007868;Jean;Astruc;Jean Astruc;Q560142;male;116372354;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1514;1498;;;;;;;;;677;107;105;VI Arm. 4 RangÈe in Quarto - Hist. EcclÈsiastique et ThÈologie;3-9;MÈmoires historiques sur les affaires des Jesuites avec le Saint SiÈge par l' AbbÈ Platel ‡ Lisbonne 1766 T. I-7.;151104131;;7;15110414X;M: Tq 4∞  102;;Staatswissenschaften - Orden, christliche Gruppen;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;MÈmoires historiques sur les affaires des jÈsuites avec le saint siÈge, o˘ l'on verra que le roi de Portugal, en proscrivant de toutes les terres de sa domination des religieux rÈvoltÈs, et le roi de France voulant qu'‡ l'avenir leur SociÈtÈ n'ait plus lieu dan ses Ètats, n'ont fait qu'exÈcuter le projet dÈj‡ formÈ par plusieurs grand papes ...;1766;Lisbone;Lissabon;4035919-0;Lisbon;tgn/7010978;Pierre-Curel;Parisot;Pierre Parisot;Q2093758;male;100228704;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1515;1499;;;;;;;;;678;107;105;VI Arm. 4 RangÈe in Quarto - Hist. EcclÈsiastique et ThÈologie;10;Traite d' OrigÈne contre Celse ou defense de la religion chrÈtienne contre les accusations des paiens, trad. Du grec par E. Bouherau ‡ Amst. 1700.;146621719;;1;146621719;M: Lg 4∞ 133;M: Lg 4∞ 133;Literatur - Griechische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aaus;fre;TraitÈ D'OrigÈne Contre Celse Ou DÈfence de la Religion ChrÈtienne contre les accusations des Pai??ens;1700;A Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Origenes;;Origen;Q170472;male;118590235;M‰nnlich;;;;;;;;;Elie;BouhÈreau;140904824;M‰nnlich;Henri;Desbordes;M‰nnlich;1037507940;;;;;;;;;;
1516;1500;;;;;;;;;689;109;107;VI Arm. 5 RangÈe in Oktavo - Hist. EcclÈsiastique et ThÈologie;2;MÈmoire historique sur la fondation des colonies franÁoises dans les Ètats du Roi de Prusse 1785.;147754569;;1;147754569;M: Tp 128;;Staatswissenschaften - Regionale und lokale Kirchengeschichten;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;MÈmoire historique sur la fondation des colonies franÁoises dans les Ètats du roi publiÈ ‡ l'occasion du jubilÈ qui sera cÈlÈbrÈ le 29. Octobre 1785;1785;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Jean Pierre;Erman;Jean Pierre Erman;Q1457777;male;104114150;M‰nnlich;Peter Christian Friedrich;Reclam;12477489X;Unbekannt;;;;;;;;;;;;;;;;;;;;;;
1517;1501;;;;;;;;;690;109;107;VI Arm. 5 RangÈe in Oktavo - Hist. EcclÈsiastique et ThÈologie;3-10;MÈmoires pour servir ‡ l' histoire des refugiÈs franÁois dans le Ètats du Roi de Prusse, par Erman et Reclam ‡ Berlin 17821794 T. I-VIII.;135753767;;8;135753775;M: Gm 703:1;;Geschichte - Deutsche Geschichte: Territorien und St‰dte;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acu;fre;MÈmoires Pour Servir ¿ L'Histoire Des RÈfugiÈs FranÁois Dans Les …tats Du Roi;1782;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Jean Pierre;Erman;Jean Pierre Erman;Q1457777;male;104114150;M‰nnlich;Peter Christian Friedrich;Reclam;12477489X;Unbekannt;;;;;;;;;;;;;;;;;;;;;;
1518;1502;;;;;;;;;691;109;107;VI Arm. 5 RangÈe in  Oktavo  -  Hist.;11;MÈmoire historique sur la fondation de l' Eglise franÁoise ‡ Potsdam 1785.;147754585;;1;147754585;M: Gm 3720;;Geschichte - Deutsche Geschichte: Territorien und St‰dte;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;MÈmoire historique sur la fondation de l'Èglise franÁoise de Potsdam;1785;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Jean Pierre;Erman;Jean Pierre Erman;Q1457777;male;104114150;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1519;1503;;;;;;;;;718;113;111;VI. Arm. 7 RangÈe in Oktavo;4-5;AbrÈgÈ de l' histoire ecclÈsiastique de Fleury trad. de l' Anglois ‡ Berne 1766 T. I, 2.;151073465;;2;151073473;M: Tm 86;M: Tm 86;Staatswissenschaften - Kirchengeschichte;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;(^L'Histoire ecclsÔ∏¢iastique. ^[Ausz.]) AbrÈgÈ de l'Histoire ecclÈsiastique de (Claude) Fleury. Trad. de l'anglois. [Hrsg. u. Vorr.: Friedrich II. Kˆnig von Preussen];1766;Berne;Bern;4005762-8;Bern;tgn/7003742;Claude;Fleury;Claude Fleury;Q929742;male;118683977;M‰nnlich;;;;;;;;;Friedrich II.;Preuﬂen, Kˆnig;118535749;M‰nnlich;;;;;;;;;;;;;;
1520;1504;;;;;;;;;719;113;111;VI. Arm. 7 RangÈe in Oktavo;6;Justification des discours et de l' histoire ecclÈsiastique de M. l' AbbÈ Fleury ‡ Nancy 1736.;15175005X;;2;318216248;M: Tm 227;M: Tm 227;Staatswissenschaften - Kirchengeschichte;Exemplar vorhanden;Provenienz Sophie Dorothea: Supralibros Wappen, Z‰hung schwarz 31;;Provenienz: Sophie Dorothea <Preuﬂen, Kˆnigin>;Acr;fre;Justification Des Discours Et De L'Histoire Ecclesiastique De M. L'AbbÈ Fleuri;1736;Nancy;Nancy;4041201-5;Nancy;tgn/7008412;Osmont du Sellier ;;Osmont du Sellier ;;male;12284503X;Unbekannt;;;;;;;;;;;;;;;;;Claude;Fleury;118683977;;;;;;;
1521;1505;;;;;;;;;762;121;119;VII. Arm. 1. Rang in Quarto;6-17;Histoire naturette de Pline traduite en franÁois avec le texte latin ‡ Paris 1771. T. I-12.;150949367;;12;150949375;M: Lh 4∞ 122;M: Lh 4∞ 122;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acus;fre;Histoire Naturelle De Pline;1771;Paris;Paris;4044660-8;Paris;tgn/7008038;Gaius;Plinius Secundus;Pliny the Elder;Q82778;male;118595083;M‰nnlich;;;;;;;;;Louis;Poinsinet de Sivry;132856336;Unbekannt;;;;;;;;;;;;;;
1522;1506;;;;;;;;;772;122;120;VII Arm. I RangÈe in Quarto - Juris- prudence et Poli- tique;29;a, Lettres sur l' amour de la patrie ou correspondance d' Anapistemon et de Philopatros. Berlin 1779;Titel nicht eindeutig identifizierbar;;1;;;;;;;;;;fre;;1779;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1523;1507;;;;;;;;;777;123;121;VII Arm. 2 RangÈe in Quarto - Juris- prudence et Poli- tique;6;Le maitre et le serviteur par Moser, trad. de l' allemand par M. de Champigny. Hambourg 1760.;136951317;;1;136951317;M: Sf 791;;Staatswissenschaften - Staatslehre und Politik;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;Exlibris: Elisabetha Sophia Maria Verwittwete Herzoginn Zu Br. U. Lun., Provenienz: Elisabeth Sophie Marie <Braunschweig-Wolfenb¸ttel, Herzogin> / Exlibris / Wappen, Elisabeth Sophie Marie <Braunschweig-L¸neburg, Herzogin>;;Aavs;fre;Le Maitre Et Le Serviteur Ou Les Devoirs Reciproques D'Un Souverain Et De Son Ministere;1760;Hambourg;Hamburg;4023118-5;Hamburg;tgn/7179586;Friedrich Carl;Moser;Friedrich Karl von Moser;Q77446;male;118737074;M‰nnlich;;;;;;;;;Jean;Champigny;131381040;M‰nnlich;;;;;;;;;;;;;;
1524;1508;;;;;;;;;779;123;121;VII Arm. 2 RangÈe in Quarto - Juris- prudence et Poli- tique;8;Principes du droit des gens EuropÈen par P. J. Neyron ‡ Bronsvic 1783.;141197714;;1;141197714;M: Rq 385, M: Rq 386;;Recht - Vˆlkerrecht;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aav;fre;Principes Du Droit Des Gens EuropÈen Conventionnel & Coutumier;1783;Bronswic;Braunschweig;4008065-1;Braunschweig;tgn/1002197;Peter Joseph;Neyron;Peter Joseph Neyron;Q23564943;male;102090408;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1525;1509;;;;;;;;;796;127;125;VII Arm. 3 RangÈe in Quarto - Philoso- phie et MathÈma- tique;4;Ebauche de la religion naturelle par M. Wolbaston, trad. de l' Anglois ‡ la Haye 1726.;134916611;;1;134916611;M: Te 4∞ 21;M: Te 4∞ 21;Staatswissenschaften - Dogmatik;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aaus;fre;Ebauche De La Religion Naturelle;1726;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;William;Wollaston;William Wollaston;Q322001;male;100483976;Unbekannt;;;;;;;;;;Garrigue;1055723048;Unbekannt;;;;;;;;;;;;;;
1526;1510;;;;;;;;;800;127;125;VII Arm. 3 RangÈe in Quarto - Philoso- phie et MathÈma- tique;44875;Thiergeschichte der nˆrdlichen Polarl‰nder von Pennant ¸bersezt von Zimmermann. Leipzig 1787. I und 2 Theil.;150939000;;1;150939000;M: Nh 4∞  15;;Naturwissenschaften - Zoologie;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;ger;Thiergeschichte der nˆrdlichen Polarl‰nder;1787;Leipzig;Leipzig;4035206-7;Leipzig;tgn/7012329;Thomas;Pennant;Thomas Pennant;Q545123;male;117693480;M‰nnlich;;;;;;;;;Eberhard August Wilhelm;Zimmermann;11882435X;M‰nnlich;;;;;;;;;;;;;;
